cdate,acode,aname,scode,sname,fdust,ozone,nd,cm,sagas,airquality
20180210,101,서북권,111191,서대문구,84,0.021,0.031,0.5,0.004,worse
20180210,101,서북권,111181,은평구,80,0.022,0.036000000000000004,0.8,0.005,worse
20180210,100,도심권,111131,용산구,70,0.018000000000000002,0.029,0.5,0.005,worse
20180211,100,도심권,111121,중구,43,0.028,0.017,0.4,0.004,normal
20180211,104,동남권,111274,강동구,60,0.027000000000000003,0.019,0.4,0.005,bad
20180211,104,동남권,111273,송파구,61,0.031,0.013,0.4,0.005,bad
20180211,104,동남권,111262,서초구,61,0.027000000000000003,0.015,0.4,0.006,bad
20180211,104,동남권,111261,강남구,47,0.019,0.016,0.4,0.005,normal
20180211,103,서남권,111301,양천구,46,0.021,0.021,0.4,0.004,normal
20180211,103,서남권,111281,금천구,48,0.026,0.021,0.4,0.005,normal
20180211,103,서남권,111251,관악구,44,0.023,0.022,0.1,0.008,normal
20180211,103,서남권,111241,동작구,49,0.027000000000000003,0.018000000000000002,0.3,0.004,normal
20180211,103,서남권,111231,영등포구,61,0.02,0.018000000000000002,0.5,0.006,bad
20180211,103,서남권,111221,구로구,61,0.018000000000000002,0.015,0.5,0.006999999999999999,bad
20180211,103,서남권,111212,강서구,50,0.027000000000000003,0.018000000000000002,0.4,0.004,bad
20180211,102,동북권,111311,노원구,52,0.032,0.013,0.4,0.006,bad
20180211,102,동북권,111291,강북구,51,0.033,0.013,0.4,0.004,bad
20180211,102,동북권,111171,도봉구,59,0.03,0.01,0.3,0.005,bad
20180211,102,동북권,111161,성북구,56,0.026,0.018000000000000002,0.4,0.006,bad
20180211,102,동북권,111152,동대문구,50,0.02,0.018000000000000002,0.4,0.006,bad
20180211,102,동북권,111151,중랑구,47,0.025,0.02,0.5,0.006,normal
20180211,102,동북권,111142,성동구,59,0.024,0.014,0.3,0.005,bad
20180211,102,동북권,111141,광진구,51,0.028,0.018000000000000002,0.4,0.004,bad
20180211,101,서북권,111201,마포구,47,0.027000000000000003,0.017,0.4,0.005,normal
20180211,101,서북권,111191,서대문구,57,0.027000000000000003,0.02,0.3,0.004,bad
20180211,101,서북권,111181,은평구,60,0.031,0.021,0.7,0.005,bad
20180211,100,도심권,111131,용산구,47,0.023,0.018000000000000002,0.3,0.004,normal
20180211,100,도심권,111123,종로구,44,0.029,0.017,0.4,0.006,normal
20180212,100,도심권,111121,중구,39,0.026,0.021,0.4,0.004,good
20180212,104,동남권,111274,강동구,55,0.024,0.023,0.4,0.005,bad
20180212,104,동남권,111273,송파구,57,0.028,0.018000000000000002,0.3,0.005,bad
20180212,104,동남권,111262,서초구,55,0.022,0.021,0.4,0.006,bad
20180212,104,동남권,111261,강남구,44,0.016,0.024,0.4,0.005,normal
20180212,103,서남권,111301,양천구,42,0.02,0.024,0.4,0.004,normal
20180212,103,서남권,111281,금천구,46,0.021,0.028,0.4,0.005,normal
20180212,103,서남권,111251,관악구,41,0.02,0.028,0.1,0.008,normal
20180212,103,서남권,111241,동작구,46,0.023,0.023,0.4,0.004,normal
20180212,103,서남권,111231,영등포구,57,0.017,0.025,0.5,0.006,bad
20180212,103,서남권,111221,구로구,57,0.016,0.018000000000000002,0.4,0.006999999999999999,bad
20180212,103,서남권,111212,강서구,46,0.026,0.022,0.4,0.004,normal
20180212,102,동북권,111311,노원구,48,0.032,0.015,0.4,0.006,normal
20180212,102,동북권,111291,강북구,45,0.032,0.015,0.4,0.004,normal
20180212,102,동북권,111171,도봉구,55,0.029,0.012,0.4,0.005,bad
20180212,102,동북권,111161,성북구,51,0.024,0.021,0.4,0.006,bad
20180212,102,동북권,111152,동대문구,46,0.018000000000000002,0.022,0.5,0.006,normal
20180212,102,동북권,111151,중랑구,45,0.022,0.024,0.5,0.006,normal
20180212,102,동북권,111142,성동구,56,0.019,0.02,0.3,0.005,bad
20180212,102,동북권,111141,광진구,49,0.025,0.023,0.4,0.004,normal
20180212,101,서북권,111201,마포구,43,0.024,0.022,0.4,0.005,normal
20180212,101,서북권,111191,서대문구,55,0.026,0.023,0.3,0.004,bad
20180212,101,서북권,111181,은평구,57,0.029,0.025,0.6,0.004,bad
20180212,100,도심권,111131,용산구,41,0.021,0.022,0.3,0.004,normal
20180212,100,도심권,111123,종로구,41,0.024,0.024,0.5,0.006,normal
20180213,102,동북권,111291,강북구,47,0.023,0.03,0.5,0.005,normal
20180213,104,동남권,111274,강동구,62,0.016,0.037000000000000005,0.6,0.004,bad
20180213,104,동남권,111273,송파구,47,0.016,0.032,0.7,0.006,normal
20180213,104,동남권,111262,서초구,58,0.021,0.026,0.5,0.006999999999999999,bad
20180213,104,동남권,111261,강남구,45,0.013,0.031,0.5,0.006,normal
20180213,103,서남권,111301,양천구,43,0.015,0.034,0.5,0.005,normal
20180213,103,서남권,111281,금천구,46,0.019,0.035,0.5,0.005,normal
20180213,103,서남권,111251,관악구,43,0.019,0.033,0.2,0.008,normal
20180213,103,서남권,111241,동작구,47,0.023,0.028,0.5,0.005,normal
20180213,103,서남권,111231,영등포구,60,0.014,0.031,0.6,0.006999999999999999,bad
20180213,103,서남권,111221,구로구,64,0.013,0.024,0.6,0.008,bad
20180213,103,서남권,111212,강서구,47,0.021,0.033,0.5,0.004,normal
20180213,102,동북권,111311,노원구,52,0.013,0.042,0.7,0.006999999999999999,bad
20180213,102,동북권,111171,도봉구,57,0.022,0.029,0.7,0.006,bad
20180213,102,동북권,111161,성북구,56,0.015,0.038,0.6,0.006,bad
20180213,102,동북권,111152,동대문구,47,0.012,0.034,0.5,0.006999999999999999,normal
20180213,102,동북권,111151,중랑구,47,0.015,0.04,0.6,0.006,normal
20180213,102,동북권,111142,성동구,56,0.014,0.03,0.4,0.006,bad
20180213,102,동북권,111141,광진구,49,0.018000000000000002,0.036000000000000004,0.6,0.004,normal
20180213,101,서북권,111201,마포구,45,0.019,0.031,0.5,0.004,normal
20180213,101,서북권,111191,서대문구,55,0.019,0.033,0.4,0.004,bad
20180213,101,서북권,111181,은평구,57,0.021,0.037000000000000005,0.8,0.004,bad
20180213,100,도심권,111131,용산구,43,0.015,0.032,0.4,0.005,normal
20180213,100,도심권,111123,종로구,43,0.019,0.033,0.6,0.006999999999999999,normal
20180213,100,도심권,111121,중구,41,0.018000000000000002,0.034,0.5,0.004,normal
20180214,102,동북권,111311,노원구,65,0.027000000000000003,0.034,0.6,0.008,bad
20180214,104,동남권,111274,강동구,76,0.022,0.037000000000000005,0.6,0.005,worse
20180214,104,동남권,111273,송파구,73,0.028,0.028,0.7,0.006,bad
20180214,104,동남권,111262,서초구,77,0.031,0.026,0.5,0.008,worse
20180214,104,동남권,111261,강남구,62,0.015,0.037000000000000005,0.5,0.006,bad
20180214,103,서남권,111301,양천구,59,0.024,0.03,0.6,0.006,bad
20180214,103,서남권,111281,금천구,64,0.029,0.029,0.5,0.006,bad
20180214,103,서남권,111251,관악구,56,0.028,0.03,0.3,0.008,bad
20180214,103,서남권,111241,동작구,65,0.034,0.024,0.5,0.006,bad
20180214,103,서남권,111231,영등포구,79,0.021,0.028,0.5,0.008,worse
20180214,103,서남권,111221,구로구,84,0.019,0.022,0.6,0.008,worse
20180214,103,서남권,111212,강서구,60,0.027000000000000003,0.032,0.5,0.005,bad
20180214,102,동북권,111291,강북구,65,0.027000000000000003,0.038,0.7,0.006,bad
20180214,102,동북권,111171,도봉구,76,0.027000000000000003,0.033,0.7,0.006,worse
20180214,102,동북권,111161,성북구,72,0.019,0.04,0.8,0.006999999999999999,bad
20180214,102,동북권,111152,동대문구,58,0.014,0.038,0.6,0.006999999999999999,bad
20180214,102,동북권,111151,중랑구,61,0.023,0.036000000000000004,0.6,0.006999999999999999,bad
20180214,102,동북권,111142,성동구,73,0.017,0.03,0.5,0.006999999999999999,bad
20180214,102,동북권,111141,광진구,64,0.02,0.038,0.6,0.004,bad
20180214,101,서북권,111201,마포구,66,0.033,0.028,0.6,0.004,bad
20180214,101,서북권,111191,서대문구,78,0.033,0.025,0.4,0.004,worse
20180214,101,서북권,111181,은평구,79,0.035,0.03,0.8,0.005,worse
20180214,100,도심권,111131,용산구,64,0.022,0.03,0.5,0.005,bad
20180214,100,도심권,111123,종로구,59,0.025,0.036000000000000004,0.7,0.006999999999999999,bad
20180214,100,도심권,111121,중구,58,0.025,0.034,0.6,0.006,bad
20180215,100,도심권,111131,용산구,36,0.023,0.019,0.4,0.004,good
20180215,104,동남권,111274,강동구,44,0.026,0.02,0.5,0.004,normal
20180215,104,동남권,111273,송파구,43,0.031,0.015,0.6,0.005,normal
20180215,104,동남권,111262,서초구,46,0.028,0.018000000000000002,0.4,0.006999999999999999,normal
20180215,104,동남권,111261,강남구,34,0.019,0.02,0.4,0.005,good
20180215,103,서남권,111301,양천구,34,0.024,0.019,0.4,0.004,good
20180215,103,서남권,111281,금천구,36,0.026,0.022,0.4,0.005,good
20180215,103,서남권,111251,관악구,35,0.024,0.022,0.1,0.006999999999999999,good
20180215,103,서남권,111241,동작구,37,0.026,0.021,0.4,0.004,good
20180215,103,서남권,111231,영등포구,43,0.019,0.019,0.5,0.006,normal
20180215,103,서남권,111221,구로구,45,0.02,0.014,0.5,0.006999999999999999,normal
20180215,103,서남권,111212,강서구,36,0.029,0.018000000000000002,0.4,0.004,good
20180215,100,도심권,111123,종로구,32,0.032,0.015,0.5,0.006,good
20180215,102,동북권,111311,노원구,38,0.033,0.016,0.4,0.006999999999999999,good
20180215,100,도심권,111121,중구,31,0.031,0.016,0.4,0.004,good
20180215,102,동북권,111291,강북구,34,0.037000000000000005,0.01,0.4,0.005,good
20180215,102,동북권,111171,도봉구,41,0.034,0.012,0.4,0.006,normal
20180215,102,동북권,111161,성북구,38,0.027000000000000003,0.018000000000000002,0.5,0.005,good
20180215,102,동북권,111152,동대문구,34,0.02,0.019,0.6,0.006,good
20180215,102,동북권,111151,중랑구,33,0.024,0.022,0.5,0.006999999999999999,good
20180215,102,동북권,111142,성동구,42,0.022,0.016,0.3,0.005,normal
20180215,102,동북권,111141,광진구,37,0.027000000000000003,0.02,0.5,0.003,good
20180215,101,서북권,111201,마포구,37,0.032,0.017,0.5,0.003,good
20180215,101,서북권,111191,서대문구,42,0.028,0.019,0.3,0.004,normal
20180215,101,서북권,111181,은평구,45,0.033,0.02,0.7,0.004,normal
20180216,100,도심권,111121,중구,41,0.014,0.03,0.6,0.004,normal
20180216,104,동남권,111274,강동구,60,0.002,0.054000000000000006,0.7,0.004,bad
20180216,104,동남권,111273,송파구,52,0.008,0.035,0.6,0.004,bad
20180216,104,동남권,111262,서초구,69,0.014,0.031,0.5,0.006999999999999999,bad
20180216,104,동남권,111261,강남구,43,0.008,0.037000000000000005,0.5,0.005,normal
20180216,103,서남권,111301,양천구,44,0.009000000000000001,0.034,0.7,0.004,normal
20180216,103,서남권,111281,금천구,44,0.008,0.043,0.6,0.004,normal
20180216,103,서남권,111251,관악구,41,0.01,0.038,0.2,0.006999999999999999,normal
20180216,103,서남권,111241,동작구,43,0.01,0.038,0.5,0.003,normal
20180216,103,서남권,111231,영등포구,62,0.008,0.035,0.4,0.004,bad
20180216,103,서남권,111221,구로구,58,0.008,0.028,0.6,0.006,bad
20180216,103,서남권,111212,강서구,44,0.024,0.019,0.5,0.003,normal
20180216,102,동북권,111311,노원구,46,0.008,0.041,0.6,0.006,normal
20180216,102,동북권,111291,강북구,34,0.022,0.021,0.5,0.003,good
20180216,102,동북권,111171,도봉구,54,0.013,0.036000000000000004,0.5,0.005,bad
20180216,102,동북권,111161,성북구,52,0.004,0.05,0.8,0.005,bad
20180216,102,동북권,111152,동대문구,45,0.013,0.028,0.6,0.006,normal
20180216,102,동북권,111151,중랑구,40,0.002,0.054000000000000006,0.7,0.006999999999999999,normal
20180216,102,동북권,111142,성동구,51,0.006,0.033,0.5,0.004,bad
20180216,102,동북권,111141,광진구,46,0.006999999999999999,0.046,0.7,0.003,normal
20180216,101,서북권,111201,마포구,44,0.017,0.031,0.6,0.003,normal
20180216,101,서북권,111191,서대문구,60,0.015,0.03,0.4,0.004,bad
20180216,101,서북권,111181,은평구,64,0.02,0.029,0.8,0.004,bad
20180216,100,도심권,111131,용산구,40,0.01,0.031,0.4,0.003,normal
20180216,100,도심권,111123,종로구,41,0.021,0.024,0.7,0.006,normal
20180218,100,도심권,111121,중구,30,0.019,0.029,0.6,0.004,good
20180218,104,동남권,111274,강동구,42,0.018000000000000002,0.031,0.6,0.005,normal
20180218,104,동남권,111273,송파구,42,0.022,0.023,0.6,0.004,normal
20180218,104,동남권,111262,서초구,41,0.018000000000000002,0.03,0.5,0.008,normal
20180218,104,동남권,111261,강남구,31,0.014,0.03,0.5,0.006,good
20180218,103,서남권,111301,양천구,33,0.017,0.028,0.6,0.005,good
20180218,103,서남권,111281,금천구,34,0.015,0.037000000000000005,0.6,0.005,good
20180218,103,서남권,111251,관악구,34,0.015,0.035,0.2,0.008,normal
20180218,103,서남권,111241,동작구,35,0.016,0.034,0.5,0.005,good
20180218,103,서남권,111231,영등포구,42,0.015,0.028,0.5,0.006,normal
20180218,103,서남권,111221,구로구,43,0.012,0.023,0.6,0.006999999999999999,normal
20180218,103,서남권,111212,강서구,33,0.023,0.026,0.5,0.004,good
20180218,102,동북권,111311,노원구,39,0.032,0.018000000000000002,0.5,0.006999999999999999,good
20180218,102,동북권,111291,강북구,33,0.031,0.017,0.5,0.005,good
20180218,102,동북권,111171,도봉구,43,0.03,0.017,0.6,0.006,normal
20180218,102,동북권,111161,성북구,38,0.021,0.027000000000000003,0.7,0.006,good
20180218,102,동북권,111152,동대문구,32,0.014,0.029,0.6,0.006,good
20180218,102,동북권,111151,중랑구,33,0.019,0.029,0.6,0.006999999999999999,good
20180218,102,동북권,111142,성동구,38,0.016,0.025,0.4,0.006,good
20180218,102,동북권,111141,광진구,34,0.019,0.031,0.6,0.004,good
20180218,101,서북권,111201,마포구,36,0.022,0.03,0.6,0.004,normal
20180218,101,서북권,111191,서대문구,39,0.023,0.026,0.3,0.004,good
20180218,101,서북권,111181,은평구,39,0.028,0.026,0.8,0.005,good
20180218,100,도심권,111131,용산구,33,0.016,0.028,0.4,0.005,good
20180218,100,도심권,111123,종로구,30,0.023,0.026,0.6,0.006999999999999999,good
20180219,102,동북권,111291,강북구,55,0.023,0.032,0.6,0.005,bad
20180219,104,동남권,111274,강동구,67,0.009000000000000001,0.052000000000000005,0.8,0.005,worse
20180219,104,동남권,111273,송파구,65,0.01,0.044,1.0,0.006,worse
20180219,104,동남권,111262,서초구,66,0.01,0.049,0.7,0.006999999999999999,worse
20180219,104,동남권,111261,강남구,58,0.005,0.056,0.8,0.006,worse
20180219,103,서남권,111301,양천구,55,0.009000000000000001,0.045,0.8,0.005,worse
20180219,103,서남권,111281,금천구,56,0.009000000000000001,0.053,0.8,0.005,worse
20180219,103,서남권,111251,관악구,55,0.01,0.052000000000000005,0.4,0.009000000000000001,worse
20180219,103,서남권,111241,동작구,58,0.01,0.052000000000000005,0.7,0.005,worse
20180219,103,서남권,111231,영등포구,67,0.011,0.042,0.6,0.006,worse
20180219,103,서남권,111221,구로구,69,0.008,0.034,0.8,0.008,worse
20180219,103,서남권,111212,강서구,60,0.012,0.049,0.7,0.004,worse
20180219,102,동북권,111311,노원구,59,0.016,0.041,0.8,0.006999999999999999,worse
20180219,102,동북권,111171,도봉구,66,0.022,0.035,0.7,0.005,worse
20180219,102,동북권,111161,성북구,62,0.01,0.048,0.9,0.006,worse
20180219,102,동북권,111152,동대문구,56,0.006999999999999999,0.054000000000000006,0.7,0.006999999999999999,worse
20180219,102,동북권,111151,중랑구,58,0.005,0.058,0.9,0.006999999999999999,worse
20180219,102,동북권,111142,성동구,67,0.006,0.047,0.7,0.006,worse
20180219,102,동북권,111141,광진구,59,0.009000000000000001,0.051,0.9,0.004,bad
20180219,101,서북권,111201,마포구,59,0.014,0.046,0.8,0.004,worse
20180219,101,서북권,111191,서대문구,62,0.016,0.041,0.5,0.004,bad
20180219,101,서북권,111181,은평구,61,0.019,0.042,1.0,0.004,worse
20180219,100,도심권,111131,용산구,56,0.006,0.051,0.7,0.005,worse
20180219,100,도심권,111123,종로구,51,0.012,0.05,0.9,0.006999999999999999,bad
20180219,100,도심권,111121,중구,50,0.013,0.044,0.8,0.004,bad
20180220,102,동북권,111311,노원구,62,0.024,0.032,0.7,0.006999999999999999,worse
20180220,104,동남권,111274,강동구,74,0.018000000000000002,0.043,0.9,0.004,worse
20180220,104,동남권,111273,송파구,71,0.019,0.036000000000000004,1.0,0.005,worse
20180220,104,동남권,111262,서초구,75,0.019,0.034,0.6,0.006999999999999999,worse
20180220,104,동남권,111261,강남구,62,0.012,0.04,0.6,0.006,worse
20180220,103,서남권,111301,양천구,61,0.015,0.035,0.7,0.005,worse
20180220,103,서남권,111281,금천구,63,0.018000000000000002,0.039,0.7,0.004,worse
20180220,103,서남권,111251,관악구,58,0.014,0.047,0.5,0.006,worse
20180220,103,서남권,111241,동작구,64,0.018000000000000002,0.037000000000000005,0.6,0.004,worse
20180220,103,서남권,111231,영등포구,75,0.013,0.036000000000000004,0.5,0.005,worse
20180220,103,서남권,111221,구로구,76,0.012,0.027000000000000003,0.7,0.006,worse
20180220,103,서남권,111212,강서구,65,0.02,0.037000000000000005,0.7,0.004,worse
20180220,102,동북권,111291,강북구,57,0.033,0.019,0.5,0.004,bad
20180220,102,동북권,111171,도봉구,68,0.028,0.026,0.6,0.005,worse
20180220,102,동북권,111161,성북구,65,0.02,0.035,0.9,0.005,worse
20180220,102,동북권,111152,동대문구,57,0.015,0.039,0.7,0.006,worse
20180220,102,동북권,111151,중랑구,57,0.03,0.021,0.5,0.005,worse
20180220,102,동북권,111142,성동구,68,0.014,0.034,0.6,0.005,worse
20180220,102,동북권,111141,광진구,64,0.019,0.04,1.0,0.004,worse
20180220,101,서북권,111201,마포구,67,0.02,0.038,0.7,0.003,worse
20180220,101,서북권,111191,서대문구,71,0.021,0.034,0.5,0.004,worse
20180220,101,서북권,111181,은평구,63,0.026,0.031,0.9,0.004,bad
20180220,100,도심권,111131,용산구,59,0.015,0.035,0.5,0.005,worse
20180220,100,도심권,111123,종로구,51,0.021,0.035,0.7,0.006,bad
20180220,100,도심권,111121,중구,56,0.019,0.034,0.7,0.004,worse
20180221,100,도심권,111131,용산구,36,0.021,0.025,0.4,0.004,good
20180221,104,동남권,111274,강동구,44,0.025,0.026,0.5,0.004,normal
20180221,104,동남권,111273,송파구,43,0.027000000000000003,0.022,0.6,0.005,normal
20180221,104,동남권,111262,서초구,46,0.023,0.029,0.4,0.008,normal
20180221,104,동남권,111261,강남구,35,0.016,0.031,0.5,0.006,good
20180221,103,서남권,111301,양천구,34,0.02,0.026,0.5,0.004,good
20180221,103,서남권,111281,금천구,35,0.025,0.028,0.5,0.004,good
20180221,103,서남권,111251,관악구,34,0.022,0.031,0.4,0.004,normal
20180221,103,서남권,111241,동작구,38,0.024,0.027000000000000003,0.4,0.004,normal
20180221,103,서남권,111231,영등포구,46,0.016,0.029,0.5,0.006,normal
20180221,103,서남권,111221,구로구,43,0.018000000000000002,0.019,0.5,0.006999999999999999,normal
20180221,103,서남권,111212,강서구,35,0.029,0.023,0.4,0.004,good
20180221,100,도심권,111123,종로구,32,0.029,0.023,0.5,0.006,good
20180221,102,동북권,111311,노원구,38,0.036000000000000004,0.016,0.4,0.006,good
20180221,100,도심권,111121,중구,31,0.03,0.021,0.4,0.004,good
20180221,102,동북권,111291,강북구,32,0.038,0.012,0.4,0.004,good
20180221,102,동북권,111171,도봉구,39,0.034,0.017,0.4,0.006,normal
20180221,102,동북권,111161,성북구,38,0.024,0.026,0.5,0.006,good
20180221,102,동북권,111152,동대문구,33,0.019,0.024,0.6,0.006,good
20180221,102,동북권,111151,중랑구,32,0.025,0.023,0.6,0.006,good
20180221,102,동북권,111142,성동구,42,0.021,0.022,0.4,0.005,normal
20180221,102,동북권,111141,광진구,34,0.027000000000000003,0.025,0.5,0.003,good
20180221,101,서북권,111201,마포구,38,0.032,0.022,0.5,0.004,normal
20180221,101,서북권,111191,서대문구,42,0.029,0.022,0.3,0.004,normal
20180221,101,서북권,111181,은평구,43,0.032,0.025,0.8,0.004,normal
20180222,102,동북권,111311,노원구,48,0.023,0.036000000000000004,0.6,0.006999999999999999,bad
20180222,104,동남권,111274,강동구,51,0.019,0.039,0.6,0.005,bad
20180222,104,동남권,111273,송파구,53,0.022,0.033,0.7,0.005,bad
20180222,104,동남권,111262,서초구,49,0.024,0.032,0.5,0.008,bad
20180222,104,동남권,111261,강남구,40,0.015,0.036000000000000004,0.5,0.006,bad
20180222,103,서남권,111301,양천구,41,0.016,0.036000000000000004,0.6,0.006,bad
20180222,103,서남권,111281,금천구,41,0.021,0.036000000000000004,0.5,0.005,bad
20180222,103,서남권,111251,관악구,40,0.022,0.038,0.5,0.005,bad
20180222,103,서남권,111241,동작구,44,0.024,0.034,0.5,0.005,bad
20180222,103,서남권,111231,영등포구,50,0.017,0.033,0.6,0.006999999999999999,bad
20180222,103,서남권,111221,구로구,52,0.015,0.026,0.6,0.006999999999999999,bad
20180222,103,서남권,111212,강서구,42,0.023,0.036000000000000004,0.5,0.005,bad
20180222,102,동북권,111291,강북구,45,0.027000000000000003,0.034,0.6,0.005,bad
20180222,102,동북권,111171,도봉구,51,0.027000000000000003,0.033,0.6,0.008,bad
20180222,102,동북권,111161,성북구,47,0.018000000000000002,0.039,0.5,0.006,bad
20180222,102,동북권,111152,동대문구,42,0.012,0.037000000000000005,0.6,0.006999999999999999,bad
20180222,102,동북권,111151,중랑구,41,0.019,0.036000000000000004,0.6,0.006,bad
20180222,102,동북권,111142,성동구,50,0.017,0.032,0.4,0.006,bad
20180222,102,동북권,111141,광진구,44,0.02,0.039,0.7,0.003,bad
20180222,101,서북권,111201,마포구,44,0.028,0.034,0.6,0.004,bad
20180222,101,서북권,111191,서대문구,47,0.025,0.032,0.5,0.004,normal
20180222,101,서북권,111181,은평구,52,0.026,0.039,0.9,0.005,bad
20180222,100,도심권,111131,용산구,42,0.018000000000000002,0.034,0.4,0.005,bad
20180222,100,도심권,111123,종로구,42,0.021,0.039,0.7,0.006999999999999999,bad
20180222,100,도심권,111121,중구,38,0.019,0.04,0.6,0.005,bad
20180223,100,도심권,111121,중구,78,0.02,0.04,0.8,0.004,serious
20180223,104,동남권,111274,강동구,94,0.018000000000000002,0.04,0.8,0.004,serious
20180223,104,동남권,111273,송파구,92,0.022,0.034,1.0,0.005,serious
20180223,104,동남권,111262,서초구,66,0.021,0.03,0.6,0.006,bad
20180223,104,동남권,111261,강남구,87,0.017,0.032,0.7,0.006,serious
20180223,103,서남권,111301,양천구,85,0.018000000000000002,0.031,0.8,0.004,serious
20180223,103,서남권,111281,금천구,90,0.023,0.033,0.7,0.004,serious
20180223,103,서남권,111251,관악구,88,0.024,0.036000000000000004,0.7,0.004,serious
20180223,103,서남권,111241,동작구,90,0.027000000000000003,0.032,0.7,0.004,worst
20180223,103,서남권,111231,영등포구,107,0.018000000000000002,0.032,0.6,0.005,worst
20180223,103,서남권,111221,구로구,74,0.013,0.026,0.7,0.006,worse
20180223,103,서남권,111212,강서구,88,0.024,0.038,0.7,0.004,serious
20180223,102,동북권,111311,노원구,86,0.021,0.04,0.8,0.006,serious
20180223,102,동북권,111291,강북구,90,0.024,0.039,0.8,0.004,serious
20180223,102,동북권,111171,도봉구,96,0.026,0.035,0.8,0.005,serious
20180223,102,동북권,111161,성북구,94,0.015,0.044,0.9,0.005,serious
20180223,102,동북권,111152,동대문구,86,0.011,0.041,0.7,0.006,serious
20180223,102,동북권,111151,중랑구,82,0.017,0.038,0.8,0.006,serious
20180223,102,동북권,111142,성동구,94,0.016,0.032,0.6,0.005,serious
20180223,102,동북권,111141,광진구,85,0.02,0.041,1.0,0.003,serious
20180223,101,서북권,111201,마포구,94,0.028,0.032,0.8,0.003,serious
20180223,101,서북권,111191,서대문구,97,0.023,0.033,0.7,0.003,serious
20180223,101,서북권,111181,은평구,97,0.027000000000000003,0.039,1.1,0.004,serious
20180223,100,도심권,111131,용산구,87,0.018000000000000002,0.033,0.6,0.004,serious
20180223,100,도심권,111123,종로구,79,0.021,0.041,0.9,0.006,serious
20180224,102,동북권,111291,강북구,66,0.037000000000000005,0.018000000000000002,0.5,0.004,worse
20180224,104,동남권,111274,강동구,88,0.022,0.031,0.7,0.004,serious
20180224,104,동남권,111273,송파구,84,0.024,0.031,0.8,0.004,serious
20180224,104,동남권,111261,강남구,76,0.016,0.032,0.6,0.005,serious
20180224,103,서남권,111301,양천구,71,0.018000000000000002,0.012,0.7,0.004,serious
20180224,103,서남권,111281,금천구,77,0.021,0.034,0.7,0.004,serious
20180224,103,서남권,111251,관악구,72,0.022,0.033,0.6,0.004,serious
20180224,103,서남권,111241,동작구,79,0.022,0.032,0.6,0.004,serious
20180224,103,서남권,111231,영등포구,88,0.017,0.029,0.6,0.006,serious
20180224,103,서남권,111212,강서구,75,0.025,0.03,0.6,0.003,serious
20180224,102,동북권,111311,노원구,73,0.032,0.025,0.6,0.006,worse
20180224,102,동북권,111171,도봉구,79,0.035,0.021,0.6,0.005,worse
20180224,102,동북권,111161,성북구,78,0.023,0.028,0.6,0.005,serious
20180224,102,동북권,111152,동대문구,74,0.017,0.028,0.7,0.006,serious
20180224,102,동북권,111151,중랑구,73,0.022,0.029,0.7,0.005,serious
20180224,102,동북권,111142,성동구,87,0.017,0.028,0.6,0.004,serious
20180224,102,동북권,111141,광진구,81,0.022,0.034,0.8,0.003,serious
20180224,101,서북권,111201,마포구,81,0.029,0.026,0.7,0.003,serious
20180224,101,서북권,111191,서대문구,86,0.026,0.025,0.5,0.003,serious
20180224,101,서북권,111181,은평구,81,0.029,0.032,1.0,0.004,worse
20180224,100,도심권,111131,용산구,83,0.018000000000000002,0.029,0.5,0.004,serious
20180224,100,도심권,111123,종로구,68,0.026,0.028,0.7,0.006,worse
20180224,100,도심권,111121,중구,68,0.027000000000000003,0.026,0.6,0.004,serious
20180225,102,동북권,111311,노원구,45,0.024,0.03,0.6,0.006,bad
20180225,104,동남권,111274,강동구,47,0.016,0.038,0.6,0.004,bad
20180225,104,동남권,111273,송파구,51,0.016,0.037000000000000005,0.8,0.006,bad
20180225,104,동남권,111261,강남구,43,0.011,0.041,0.6,0.006,bad
20180225,103,서남권,111301,양천구,46,0.014,0.013,0.7,0.005,bad
20180225,103,서남권,111281,금천구,47,0.016,0.042,0.7,0.005,bad
20180225,103,서남권,111251,관악구,46,0.014,0.045,0.7,0.004,bad
20180225,103,서남권,111241,동작구,50,0.016,0.042,0.6,0.005,bad
20180225,103,서남권,111231,영등포구,56,0.013,0.034,0.5,0.006,bad
20180225,103,서남권,111212,강서구,48,0.022,0.032,0.5,0.004,bad
20180225,102,동북권,111291,강북구,36,0.028,0.025,0.5,0.004,normal
20180225,102,동북권,111171,도봉구,45,0.029,0.026,0.6,0.006,bad
20180225,102,동북권,111161,성북구,42,0.02,0.033,0.6,0.005,bad
20180225,102,동북권,111152,동대문구,39,0.014,0.036000000000000004,0.6,0.006,bad
20180225,102,동북권,111151,중랑구,38,0.019,0.031,0.6,0.006,bad
20180225,102,동북권,111142,성동구,46,0.013,0.033,0.5,0.005,bad
20180225,102,동북권,111141,광진구,43,0.016,0.04,0.7,0.003,bad
20180225,101,서북권,111201,마포구,48,0.02,0.038,0.7,0.003,bad
20180225,101,서북권,111191,서대문구,47,0.02,0.035,0.4,0.003,bad
20180225,101,서북권,111181,은평구,41,0.025,0.039,0.9,0.004,bad
20180225,100,도심권,111131,용산구,46,0.014,0.037000000000000005,0.5,0.004,bad
20180225,100,도심권,111123,종로구,36,0.022,0.035,0.7,0.006,bad
20180225,100,도심권,111121,중구,37,0.021,0.034,0.6,0.004,bad
